"sid","trialNum","category","storyidx","nextCategory","nextData","nextDataRel","categoryRepetition","storyRepetition"
257,17,"Mode",32,NA,NA,NA,NA,NA
267,0,"Mean",30,"Mean","modified","related",TRUE,TRUE
267,1,"Mean",30,"Mean","random","unrelated",TRUE,FALSE
267,2,"Mean",28,"Mean","random","unrelated",TRUE,FALSE
267,3,"Mean",23,"Mean","random","unrelated",TRUE,FALSE
267,4,"Mean",31,"Median","random","unrelated",FALSE,FALSE
267,5,"Median",18,"Median","modified","related",TRUE,TRUE
267,6,"Median",18,"Median","random","unrelated",TRUE,FALSE
267,7,"Median",1,"Median","modified","related",TRUE,TRUE
267,8,"Median",1,"Median","modified","related",TRUE,TRUE
267,9,"Median",1,"Median","modified","related",TRUE,TRUE
267,10,"Median",1,"Mode","identical","related",FALSE,TRUE
267,11,"Mode",1,"Mode","random","unrelated",TRUE,FALSE
267,12,"Mode",11,"Mode","random","unrelated",TRUE,FALSE
267,13,"Mode",6,"Mode","modified","related",TRUE,TRUE
267,14,"Mode",6,"Mode","random","unrelated",TRUE,FALSE
267,15,"Mode",24,"Mode","random","unrelated",TRUE,FALSE
267,16,"Mode",7,NA,NA,NA,NA,NA
279,0,"Mean",7,"Mean","modified","related",TRUE,TRUE
279,1,"Mean",7,"Mean","modified","related",TRUE,TRUE
279,2,"Mean",7,"Mean","modified","related",TRUE,TRUE
279,3,"Mean",7,"Mean","modified","related",TRUE,TRUE
279,4,"Mean",7,"Mean","modified","related",TRUE,TRUE
279,5,"Mean",7,"Mean","modified","related",TRUE,TRUE
279,6,"Mean",7,"Mean","random","unrelated",TRUE,FALSE
279,7,"Mean",10,"Median","identical","related",FALSE,TRUE
279,8,"Median",10,"Median","random","unrelated",TRUE,FALSE
279,9,"Median",2,"Median","modified","related",TRUE,TRUE
279,10,"Median",2,"Median","random","unrelated",TRUE,FALSE
279,11,"Median",23,"Median","modified","related",TRUE,TRUE
279,12,"Median",23,"Median","random","unrelated",TRUE,FALSE
279,13,"Median",13,"Median","modified","related",TRUE,TRUE
279,14,"Median",13,"Mode","identical","related",FALSE,TRUE
279,15,"Mode",13,"Mode","random","unrelated",TRUE,FALSE
279,16,"Mode",21,"Mode","modified","related",TRUE,TRUE
279,17,"Mode",21,"Mode","random","unrelated",TRUE,FALSE
279,18,"Mode",4,"Mode","random","unrelated",TRUE,FALSE
279,19,"Mode",31,"Mode","modified","related",TRUE,TRUE
279,20,"Mode",31,NA,NA,NA,NA,NA
284,0,"Mean",14,"Mean","modified","related",TRUE,TRUE
284,1,"Mean",14,"Mean","modified","related",TRUE,TRUE
284,2,"Mean",14,"Mode","random","unrelated",FALSE,FALSE
284,3,"Mode",26,"Mode","modified","related",TRUE,TRUE
284,4,"Mode",26,"Mode","modified","related",TRUE,TRUE
284,5,"Mode",26,"Mode","modified","related",TRUE,TRUE
284,6,"Mode",26,"Mode","modified","related",TRUE,TRUE
284,7,"Mode",26,"Mode","modified","related",TRUE,TRUE
284,8,"Mode",26,"Mean","identical","related",FALSE,TRUE
284,9,"Mean",26,"Mean","modified","related",TRUE,TRUE
284,10,"Mean",26,"Median","identical","related",FALSE,TRUE
284,11,"Median",26,"Median","random","unrelated",TRUE,FALSE
284,12,"Median",10,"Median","random","unrelated",TRUE,FALSE
284,13,"Median",27,"Median","random","unrelated",TRUE,FALSE
284,14,"Median",29,"Median","modified","related",TRUE,TRUE
284,15,"Median",29,"Median","random","unrelated",TRUE,FALSE
284,16,"Median",12,NA,NA,NA,NA,NA
288,0,"Mean",27,"Mean","modified","related",TRUE,TRUE
288,1,"Mean",27,"Mean","modified","related",TRUE,TRUE
288,2,"Mean",27,"Median","random","unrelated",FALSE,FALSE
288,3,"Median",7,"Median","modified","related",TRUE,TRUE
288,4,"Median",7,"Median","modified","related",TRUE,TRUE
288,5,"Median",7,"Median","modified","related",TRUE,TRUE
288,6,"Median",7,"Median","modified","related",TRUE,TRUE
288,7,"Median",7,"Median","random","unrelated",TRUE,FALSE
288,8,"Median",6,"Mode","identical","related",FALSE,TRUE
288,9,"Mode",6,"Mode","modified","related",TRUE,TRUE
288,10,"Mode",6,"Mode","modified","related",TRUE,TRUE
288,11,"Mode",6,"Mode","random","unrelated",TRUE,FALSE
288,12,"Mode",4,"Mode","random","unrelated",TRUE,FALSE
288,13,"Mode",17,"Mean","identical","related",FALSE,TRUE
288,14,"Mean",17,"Mean","modified","related",TRUE,TRUE
288,15,"Mean",17,NA,NA,NA,NA,NA
290,0,"Mean",27,"Mean","modified","related",TRUE,TRUE
290,1,"Mean",27,"Mean","modified","related",TRUE,TRUE
290,2,"Mean",27,"Mean","modified","related",TRUE,TRUE
290,3,"Mean",27,"Mean","modified","related",TRUE,TRUE
290,4,"Mean",27,"Mean","modified","related",TRUE,TRUE
290,5,"Mean",27,"Mean","random","unrelated",TRUE,FALSE
290,6,"Mean",30,"Mean","random","unrelated",TRUE,FALSE
290,7,"Mean",4,"Median","identical","related",FALSE,TRUE
290,8,"Median",4,"Median","modified","related",TRUE,TRUE
290,9,"Median",4,"Median","modified","related",TRUE,TRUE
290,10,"Median",4,"Median","modified","related",TRUE,TRUE
290,11,"Median",4,"Median","modified","related",TRUE,TRUE
290,12,"Median",4,"Median","modified","related",TRUE,TRUE
290,13,"Median",4,"Median","random","unrelated",TRUE,FALSE
290,14,"Median",10,"Mode","identical","related",FALSE,TRUE
290,15,"Mode",10,"Mode","modified","related",TRUE,TRUE
290,16,"Mode",10,"Mode","modified","related",TRUE,TRUE
290,17,"Mode",10,"Mode","modified","related",TRUE,TRUE
290,18,"Mode",10,"Mode","modified","related",TRUE,TRUE
290,19,"Mode",10,"Mode","modified","related",TRUE,TRUE
290,20,"Mode",10,"Mode","random","unrelated",TRUE,FALSE
290,21,"Mode",15,"Mode","random","unrelated",TRUE,FALSE
290,22,"Mode",32,"Mode","random","unrelated",TRUE,FALSE
290,23,"Mode",13,"Mode","random","unrelated",TRUE,FALSE
290,24,"Mode",24,"Mode","random","unrelated",TRUE,FALSE
290,25,"Mode",6,"Median","random","unrelated",FALSE,FALSE
290,26,"Median",14,NA,NA,NA,NA,NA
300,0,"Mean",17,"Mean","modified","related",TRUE,TRUE
300,1,"Mean",17,"Mean","modified","related",TRUE,TRUE
300,2,"Mean",17,"Mean","modified","related",TRUE,TRUE
300,3,"Mean",17,"Mean","modified","related",TRUE,TRUE
300,4,"Mean",17,"Mean","modified","related",TRUE,TRUE
300,5,"Mean",17,"Mode","random","unrelated",FALSE,FALSE
300,6,"Mode",12,"Mode","random","unrelated",TRUE,FALSE
300,7,"Mode",25,"Mode","random","unrelated",TRUE,FALSE
300,8,"Mode",4,"Mode","random","unrelated",TRUE,FALSE
300,9,"Mode",19,"Mode","random","unrelated",TRUE,FALSE
300,10,"Mode",24,"Mode","random","unrelated",TRUE,FALSE
300,11,"Mode",29,"Mode","random","unrelated",TRUE,FALSE
300,12,"Mode",3,"Mode","random","unrelated",TRUE,FALSE
300,13,"Mode",11,"Median","identical","related",FALSE,TRUE
300,14,"Median",11,"Median","modified","related",TRUE,TRUE
300,15,"Median",11,"Median","modified","related",TRUE,TRUE
300,16,"Median",11,"Median","random","unrelated",TRUE,FALSE
300,17,"Median",9,"Median","random","unrelated",TRUE,FALSE
300,18,"Median",31,"Median","random","unrelated",TRUE,FALSE
300,19,"Median",21,NA,NA,NA,NA,NA
309,0,"Mean",16,"Mean","modified","related",TRUE,TRUE
309,1,"Mean",16,"Median","identical","related",FALSE,TRUE
309,2,"Median",16,"Median","modified","related",TRUE,TRUE
309,3,"Median",16,"Median","random","unrelated",TRUE,FALSE
309,4,"Median",27,"Median","modified","related",TRUE,TRUE
309,5,"Median",27,"Mode","identical","related",FALSE,TRUE
309,6,"Mode",27,"Mode","modified","related",TRUE,TRUE
309,7,"Mode",27,"Mode","random","unrelated",TRUE,FALSE
309,8,"Mode",2,"Mean","identical","related",FALSE,TRUE
309,9,"Mean",2,"Mean","random","unrelated",TRUE,FALSE
309,10,"Mean",24,"Mean","modified","related",TRUE,TRUE
309,11,"Mean",24,"Median","random","unrelated",FALSE,FALSE
309,12,"Median",26,"Mode","random","unrelated",FALSE,FALSE
309,13,"Mode",3,"Mode","random","unrelated",TRUE,FALSE
309,14,"Mode",22,NA,NA,NA,NA,NA
314,0,"Mean",16,"Mean","modified","related",TRUE,TRUE
314,1,"Mean",16,"Mean","random","unrelated",TRUE,FALSE
314,2,"Mean",14,"Median","random","unrelated",FALSE,FALSE
314,3,"Median",8,"Median","random","unrelated",TRUE,FALSE
314,4,"Median",6,"Mean","random","unrelated",FALSE,FALSE
314,5,"Mean",4,"Mode","identical","related",FALSE,TRUE
314,6,"Mode",4,"Mode","modified","related",TRUE,TRUE
314,7,"Mode",4,"Mode","modified","related",TRUE,TRUE
314,8,"Mode",4,"Mode","modified","related",TRUE,TRUE
314,9,"Mode",4,"Mode","modified","related",TRUE,TRUE
314,10,"Mode",4,"Mode","modified","related",TRUE,TRUE
314,11,"Mode",4,"Mean","identical","related",FALSE,TRUE
314,12,"Mean",4,"Mean","random","unrelated",TRUE,FALSE
314,13,"Mean",28,"Median","identical","related",FALSE,TRUE
314,14,"Median",28,"Median","modified","related",TRUE,TRUE
314,15,"Median",28,"Median","modified","related",TRUE,TRUE
314,16,"Median",28,"Median","modified","related",TRUE,TRUE
314,17,"Median",28,NA,NA,NA,NA,NA
315,0,"Mean",13,"Mean","random","unrelated",TRUE,FALSE
315,1,"Mean",6,"Mean","modified","related",TRUE,TRUE
315,2,"Mean",6,"Mean","modified","related",TRUE,TRUE
315,3,"Mean",6,"Mean","random","unrelated",TRUE,FALSE
315,4,"Mean",30,"Median","identical","related",FALSE,TRUE
315,5,"Median",30,"Median","modified","related",TRUE,TRUE
315,6,"Median",30,"Median","modified","related",TRUE,TRUE
315,7,"Median",30,"Median","random","unrelated",TRUE,FALSE
315,8,"Median",15,"Median","random","unrelated",TRUE,FALSE
315,9,"Median",11,"Median","random","unrelated",TRUE,FALSE
315,10,"Median",24,"Mode","identical","related",FALSE,TRUE
315,11,"Mode",24,"Mode","modified","related",TRUE,TRUE
315,12,"Mode",24,"Mode","random","unrelated",TRUE,FALSE
315,13,"Mode",22,"Mode","random","unrelated",TRUE,FALSE
315,14,"Mode",21,"Mode","random","unrelated",TRUE,FALSE
315,15,"Mode",20,"Mode","random","unrelated",TRUE,FALSE
315,16,"Mode",3,NA,NA,NA,NA,NA
327,0,"Mean",4,"Mean","modified","related",TRUE,TRUE
327,1,"Mean",4,"Mean","random","unrelated",TRUE,FALSE
327,2,"Mean",2,"Mean","random","unrelated",TRUE,FALSE
327,3,"Mean",28,"Mean","modified","related",TRUE,TRUE
327,4,"Mean",28,"Median","identical","related",FALSE,TRUE
327,5,"Median",28,"Median","random","unrelated",TRUE,FALSE
327,6,"Median",9,"Median","modified","related",TRUE,TRUE
327,7,"Median",9,"Median","modified","related",TRUE,TRUE
327,8,"Median",9,"Median","random","unrelated",TRUE,FALSE
327,9,"Median",32,"Mode","identical","related",FALSE,TRUE
327,10,"Mode",32,"Mode","modified","related",TRUE,TRUE
327,11,"Mode",32,"Mode","random","unrelated",TRUE,FALSE
327,12,"Mode",26,"Mode","random","unrelated",TRUE,FALSE
327,13,"Mode",3,"Mode","random","unrelated",TRUE,FALSE
327,14,"Mode",24,"Mode","random","unrelated",TRUE,FALSE
327,15,"Mode",30,NA,NA,NA,NA,NA
348,0,"Mean",16,"Mean","modified","related",TRUE,TRUE
348,1,"Mean",16,"Mean","modified","related",TRUE,TRUE
348,2,"Mean",16,"Mean","modified","related",TRUE,TRUE
348,3,"Mean",16,"Mean","modified","related",TRUE,TRUE
348,4,"Mean",16,"Median","identical","related",FALSE,TRUE
348,5,"Median",16,"Median","modified","related",TRUE,TRUE
348,6,"Median",16,"Median","modified","related",TRUE,TRUE
348,7,"Median",16,"Median","modified","related",TRUE,TRUE
348,8,"Median",16,"Median","random","unrelated",TRUE,FALSE
348,9,"Median",1,"Median","random","unrelated",TRUE,FALSE
348,10,"Median",7,"Mode","random","unrelated",FALSE,FALSE
348,11,"Mode",29,"Mode","random","unrelated",TRUE,FALSE
348,12,"Mode",23,"Mode","random","unrelated",TRUE,FALSE
348,13,"Mode",3,"Mode","random","unrelated",TRUE,FALSE
348,14,"Mode",25,"Mode","random","unrelated",TRUE,FALSE
348,15,"Mode",24,"Mode","random","unrelated",TRUE,FALSE
348,16,"Mode",22,NA,NA,NA,NA,NA
353,0,"Mean",6,"Mean","random","unrelated",TRUE,FALSE
353,1,"Mean",20,"Mode","identical","related",FALSE,TRUE
353,2,"Mode",20,"Mode","modified","related",TRUE,TRUE
353,3,"Mode",20,"Median","identical","related",FALSE,TRUE
353,4,"Median",20,"Mean","identical","related",FALSE,TRUE
353,5,"Mean",20,"Mean","modified","related",TRUE,TRUE
353,6,"Mean",20,"Mean","modified","related",TRUE,TRUE
353,7,"Mean",20,"Median","identical","related",FALSE,TRUE
353,8,"Median",20,"Median","modified","related",TRUE,TRUE
353,9,"Median",20,"Median","random","unrelated",TRUE,FALSE
353,10,"Median",30,"Median","random","unrelated",TRUE,FALSE
353,11,"Median",29,"Mode","identical","related",FALSE,TRUE
353,12,"Mode",29,"Mode","random","unrelated",TRUE,FALSE
353,13,"Mode",12,"Mode","modified","related",TRUE,TRUE
353,14,"Mode",12,"Mode","modified","related",TRUE,TRUE
353,15,"Mode",12,NA,NA,NA,NA,NA
382,0,"Mean",19,"Mean","modified","related",TRUE,TRUE
382,1,"Mean",19,"Mean","random","unrelated",TRUE,FALSE
382,2,"Mean",14,"Mean","random","unrelated",TRUE,FALSE
382,3,"Mean",4,"Mean","modified","related",TRUE,TRUE
382,4,"Mean",4,"Mean","modified","related",TRUE,TRUE
382,5,"Mean",4,"Median","identical","related",FALSE,TRUE
382,6,"Median",4,"Median","modified","related",TRUE,TRUE
382,7,"Median",4,"Median","random","unrelated",TRUE,FALSE
382,8,"Median",15,"Median","modified","related",TRUE,TRUE
382,9,"Median",15,"Median","random","unrelated",TRUE,FALSE
382,10,"Median",12,"Mode","identical","related",FALSE,TRUE
382,11,"Mode",12,"Mode","modified","related",TRUE,TRUE
382,12,"Mode",12,"Mode","modified","related",TRUE,TRUE
382,13,"Mode",12,"Mode","random","unrelated",TRUE,FALSE
382,14,"Mode",3,"Mode","random","unrelated",TRUE,FALSE
382,15,"Mode",32,NA,NA,NA,NA,NA
390,0,"Mean",5,"Mean","modified","related",TRUE,TRUE
390,1,"Mean",5,"Mean","random","unrelated",TRUE,FALSE
390,2,"Mean",11,"Mean","modified","related",TRUE,TRUE
390,3,"Mean",11,"Mean","modified","related",TRUE,TRUE
390,4,"Mean",11,"Mean","modified","related",TRUE,TRUE
390,5,"Mean",11,"Median","identical","related",FALSE,TRUE
390,6,"Median",11,"Median","random","unrelated",TRUE,FALSE
390,7,"Median",32,"Median","random","unrelated",TRUE,FALSE
390,8,"Median",4,"Median","random","unrelated",TRUE,FALSE
390,9,"Median",1,"Median","modified","related",TRUE,TRUE
390,10,"Median",1,"Mode","identical","related",FALSE,TRUE
390,11,"Mode",1,"Mode","random","unrelated",TRUE,FALSE
390,12,"Mode",23,"Mode","random","unrelated",TRUE,FALSE
390,13,"Mode",2,"Mode","random","unrelated",TRUE,FALSE
390,14,"Mode",13,"Mode","random","unrelated",TRUE,FALSE
390,15,"Mode",7,NA,NA,NA,NA,NA
392,0,"Mean",10,"Mean","modified","related",TRUE,TRUE
392,1,"Mean",10,"Mean","random","unrelated",TRUE,FALSE
392,2,"Mean",14,"Mean","random","unrelated",TRUE,FALSE
392,3,"Mean",24,"Mean","random","unrelated",TRUE,FALSE
392,4,"Mean",13,"Median","identical","related",FALSE,TRUE
392,5,"Median",13,"Median","modified","related",TRUE,TRUE
392,6,"Median",13,"Median","modified","related",TRUE,TRUE
392,7,"Median",13,"Median","random","unrelated",TRUE,FALSE
392,8,"Median",22,"Median","modified","related",TRUE,TRUE
392,9,"Median",22,"Mode","identical","related",FALSE,TRUE
392,10,"Mode",22,"Mode","modified","related",TRUE,TRUE
392,11,"Mode",22,"Mode","modified","related",TRUE,TRUE
392,12,"Mode",22,"Mode","random","unrelated",TRUE,FALSE
392,13,"Mode",28,"Mode","random","unrelated",TRUE,FALSE
392,14,"Mode",7,NA,NA,NA,NA,NA
396,0,"Mean",8,"Mean","modified","related",TRUE,TRUE
396,1,"Mean",8,"Mean","random","unrelated",TRUE,FALSE
396,2,"Mean",25,"Mode","random","unrelated",FALSE,FALSE
396,3,"Mode",29,"Mode","random","unrelated",TRUE,FALSE
396,4,"Mode",14,"Mode","random","unrelated",TRUE,FALSE
396,5,"Mode",26,"Mode","modified","related",TRUE,TRUE
396,6,"Mode",26,"Mode","random","unrelated",TRUE,FALSE
396,7,"Mode",1,"Mode","random","unrelated",TRUE,FALSE
396,8,"Mode",30,"Median","identical","related",FALSE,TRUE
396,9,"Median",30,"Median","random","unrelated",TRUE,FALSE
396,10,"Median",17,"Median","modified","related",TRUE,TRUE
396,11,"Median",17,"Median","modified","related",TRUE,TRUE
396,12,"Median",17,"Median","modified","related",TRUE,TRUE
396,13,"Median",17,"Median","modified","related",TRUE,TRUE
396,14,"Median",17,"Mean","identical","related",FALSE,TRUE
396,15,"Mean",17,"Mean","random","unrelated",TRUE,FALSE
396,16,"Mean",20,"Mean","modified","related",TRUE,TRUE
396,17,"Mean",20,NA,NA,NA,NA,NA
414,0,"Mean",28,"Mean","modified","related",TRUE,TRUE
414,1,"Mean",28,"Mean","modified","related",TRUE,TRUE
414,2,"Mean",28,"Mean","modified","related",TRUE,TRUE
414,3,"Mean",28,"Mean","modified","related",TRUE,TRUE
414,4,"Mean",28,"Mean","modified","related",TRUE,TRUE
414,5,"Mean",28,"Median","identical","related",FALSE,TRUE
414,6,"Median",28,"Median","random","unrelated",TRUE,FALSE
414,7,"Median",30,"Median","random","unrelated",TRUE,FALSE
414,8,"Median",14,"Median","random","unrelated",TRUE,FALSE
414,9,"Median",26,"Median","random","unrelated",TRUE,FALSE
414,10,"Median",31,"Mode","identical","related",FALSE,TRUE
414,11,"Mode",31,"Mode","modified","related",TRUE,TRUE
414,12,"Mode",31,"Mode","modified","related",TRUE,TRUE
414,13,"Mode",31,"Mode","modified","related",TRUE,TRUE
414,14,"Mode",31,"Mode","modified","related",TRUE,TRUE
414,15,"Mode",31,"Mode","modified","related",TRUE,TRUE
414,16,"Mode",31,NA,NA,NA,NA,NA
420,0,"Mean",7,"Mean","modified","related",TRUE,TRUE
420,1,"Mean",7,"Mode","identical","related",FALSE,TRUE
420,2,"Mode",7,"Mode","random","unrelated",TRUE,FALSE
420,3,"Mode",15,"Mode","random","unrelated",TRUE,FALSE
420,4,"Mode",8,"Mode","modified","related",TRUE,TRUE
420,5,"Mode",8,"Mode","random","unrelated",TRUE,FALSE
420,6,"Mode",25,"Mode","random","unrelated",TRUE,FALSE
420,7,"Mode",14,"Median","identical","related",FALSE,TRUE
420,8,"Median",14,"Median","modified","related",TRUE,TRUE
420,9,"Median",14,"Median","random","unrelated",TRUE,FALSE
420,10,"Median",26,"Median","modified","related",TRUE,TRUE
420,11,"Median",26,"Median","random","unrelated",TRUE,FALSE
420,12,"Median",31,"Mean","identical","related",FALSE,TRUE
420,13,"Mean",31,"Mean","modified","related",TRUE,TRUE
420,14,"Mean",31,"Mean","modified","related",TRUE,TRUE
420,15,"Mean",31,NA,NA,NA,NA,NA
427,0,"Mean",9,"Mean","random","unrelated",TRUE,FALSE
427,1,"Mean",17,"Mean","random","unrelated",TRUE,FALSE
427,2,"Mean",7,"Mean","random","unrelated",TRUE,FALSE
427,3,"Mean",24,"Mean","random","unrelated",TRUE,FALSE
427,4,"Mean",27,"Median","identical","related",FALSE,TRUE
427,5,"Median",27,"Median","random","unrelated",TRUE,FALSE
427,6,"Median",19,"Median","modified","related",TRUE,TRUE
427,7,"Median",19,"Median","random","unrelated",TRUE,FALSE
427,8,"Median",22,"Median","random","unrelated",TRUE,FALSE
427,9,"Median",11,"Mode","random","unrelated",FALSE,FALSE
427,10,"Mode",29,"Mode","modified","related",TRUE,TRUE
427,11,"Mode",29,"Mode","modified","related",TRUE,TRUE
427,12,"Mode",29,"Mode","modified","related",TRUE,TRUE
427,13,"Mode",29,"Mode","modified","related",TRUE,TRUE
427,14,"Mode",29,NA,NA,NA,NA,NA
443,0,"Mean",18,"Mode","random","unrelated",FALSE,FALSE
443,1,"Mode",31,"Mode","random","unrelated",TRUE,FALSE
443,2,"Mode",8,"Mode","modified","related",TRUE,TRUE
443,3,"Mode",8,"Mode","modified","related",TRUE,TRUE
443,4,"Mode",8,"Mode","random","unrelated",TRUE,FALSE
443,5,"Mode",3,"Mode","modified","related",TRUE,TRUE
443,6,"Mode",3,"Mean","random","unrelated",FALSE,FALSE
443,7,"Mean",12,"Mean","modified","related",TRUE,TRUE
443,8,"Mean",12,"Mean","random","unrelated",TRUE,FALSE
443,9,"Mean",21,"Mean","modified","related",TRUE,TRUE
443,10,"Mean",21,"Mean","modified","related",TRUE,TRUE
443,11,"Mean",21,"Median","identical","related",FALSE,TRUE
443,12,"Median",21,"Median","modified","related",TRUE,TRUE
443,13,"Median",21,"Median","random","unrelated",TRUE,FALSE
443,14,"Median",20,"Median","modified","related",TRUE,TRUE
443,15,"Median",20,"Median","modified","related",TRUE,TRUE
443,16,"Median",20,NA,NA,NA,NA,NA
448,0,"Mean",2,"Mode","identical","related",FALSE,TRUE
448,1,"Mode",2,"Mode","random","unrelated",TRUE,FALSE
448,2,"Mode",11,"Mode","modified","related",TRUE,TRUE
448,3,"Mode",11,"Mode","modified","related",TRUE,TRUE
448,4,"Mode",11,"Mode","modified","related",TRUE,TRUE
448,5,"Mode",11,"Mode","random","unrelated",TRUE,FALSE
448,6,"Mode",9,"Mean","identical","related",FALSE,TRUE
448,7,"Mean",9,"Mean","modified","related",TRUE,TRUE
448,8,"Mean",9,"Median","identical","related",FALSE,TRUE
448,9,"Median",9,"Median","random","unrelated",TRUE,FALSE
448,10,"Median",23,"Median","modified","related",TRUE,TRUE
448,11,"Median",23,"Median","modified","related",TRUE,TRUE
448,12,"Median",23,"Median","random","unrelated",TRUE,FALSE
448,13,"Median",15,"Mean","identical","related",FALSE,TRUE
448,14,"Mean",15,"Median","modified","related",FALSE,TRUE
448,15,"Median",15,"Mean","random","unrelated",FALSE,FALSE
448,16,"Mean",17,NA,NA,NA,NA,NA
452,0,"Mean",19,"Mean","modified","related",TRUE,TRUE
452,1,"Mean",19,"Mean","random","unrelated",TRUE,FALSE
452,2,"Mean",5,"Median","identical","related",FALSE,TRUE
452,3,"Median",5,"Median","modified","related",TRUE,TRUE
452,4,"Median",5,"Median","random","unrelated",TRUE,FALSE
452,5,"Median",15,"Mean","random","unrelated",FALSE,FALSE
452,6,"Mean",2,"Mean","modified","related",TRUE,TRUE
452,7,"Mean",2,"Mean","modified","related",TRUE,TRUE
452,8,"Mean",2,"Median","identical","related",FALSE,TRUE
452,9,"Median",2,"Median","random","unrelated",TRUE,FALSE
452,10,"Median",9,"Median","random","unrelated",TRUE,FALSE
452,11,"Median",24,"Mode","identical","related",FALSE,TRUE
452,12,"Mode",24,"Mode","random","unrelated",TRUE,FALSE
452,13,"Mode",31,"Mode","modified","related",TRUE,TRUE
452,14,"Mode",31,"Mode","modified","related",TRUE,TRUE
452,15,"Mode",31,"Mode","modified","related",TRUE,TRUE
452,16,"Mode",31,"Mode","modified","related",TRUE,TRUE
452,17,"Mode",31,NA,NA,NA,NA,NA
456,0,"Mean",31,"Mean","modified","related",TRUE,TRUE
456,1,"Mean",31,"Mode","identical","related",FALSE,TRUE
456,2,"Mode",31,"Mode","modified","related",TRUE,TRUE
456,3,"Mode",31,"Mode","modified","related",TRUE,TRUE
456,4,"Mode",31,"Mode","random","unrelated",TRUE,FALSE
456,5,"Mode",11,"Mode","random","unrelated",TRUE,FALSE
456,6,"Mode",24,"Median","identical","related",FALSE,TRUE
456,7,"Median",24,"Median","modified","related",TRUE,TRUE
456,8,"Median",24,"Median","modified","related",TRUE,TRUE
456,9,"Median",24,"Median","modified","related",TRUE,TRUE
456,10,"Median",24,"Median","modified","related",TRUE,TRUE
456,11,"Median",24,"Median","modified","related",TRUE,TRUE
456,12,"Median",24,"Mean","identical","related",FALSE,TRUE
456,13,"Mean",24,"Mean","random","unrelated",TRUE,FALSE
456,14,"Mean",21,"Mean","random","unrelated",TRUE,FALSE
456,15,"Mean",5,NA,NA,NA,NA,NA
458,0,"Mean",28,"Median","identical","related",FALSE,TRUE
458,1,"Median",28,"Mode","identical","related",FALSE,TRUE
458,2,"Mode",28,"Median","modified","related",FALSE,TRUE
458,3,"Median",28,"Mean","random","unrelated",FALSE,FALSE
458,4,"Mean",9,"Mean","modified","related",TRUE,TRUE
458,5,"Mean",9,"Mean","random","unrelated",TRUE,FALSE
458,6,"Mean",10,"Mean","modified","related",TRUE,TRUE
458,7,"Mean",10,"Median","identical","related",FALSE,TRUE
458,8,"Median",10,"Median","modified","related",TRUE,TRUE
458,9,"Median",10,"Median","random","unrelated",TRUE,FALSE
458,10,"Median",15,"Mode","identical","related",FALSE,TRUE
458,11,"Mode",15,"Mode","random","unrelated",TRUE,FALSE
458,12,"Mode",12,"Mode","random","unrelated",TRUE,FALSE
458,13,"Mode",19,"Mode","modified","related",TRUE,TRUE
458,14,"Mode",19,"Mode","modified","related",TRUE,TRUE
458,15,"Mode",19,"Mode","random","unrelated",TRUE,FALSE
458,16,"Mode",7,NA,NA,NA,NA,NA
463,0,"Mean",3,"Mean","modified","related",TRUE,TRUE
463,1,"Mean",3,"Mean","modified","related",TRUE,TRUE
463,2,"Mean",3,"Mean","random","unrelated",TRUE,FALSE
463,3,"Mean",27,"Mean","modified","related",TRUE,TRUE
463,4,"Mean",27,"Median","random","unrelated",FALSE,FALSE
463,5,"Median",32,"Median","modified","related",TRUE,TRUE
463,6,"Median",32,"Median","modified","related",TRUE,TRUE
463,7,"Median",32,"Median","random","unrelated",TRUE,FALSE
463,8,"Median",7,"Median","modified","related",TRUE,TRUE
463,9,"Median",7,"Mode","random","unrelated",FALSE,FALSE
463,10,"Mode",25,"Mode","modified","related",TRUE,TRUE
463,11,"Mode",25,"Mode","modified","related",TRUE,TRUE
463,12,"Mode",25,"Mode","random","unrelated",TRUE,FALSE
463,13,"Mode",6,"Mode","modified","related",TRUE,TRUE
463,14,"Mode",6,NA,NA,NA,NA,NA
470,0,"Mean",6,"Median","identical","related",FALSE,TRUE
470,1,"Median",6,"Median","modified","related",TRUE,TRUE
470,2,"Median",6,"Median","modified","related",TRUE,TRUE
470,3,"Median",6,"Median","random","unrelated",TRUE,FALSE
470,4,"Median",27,"Mean","random","unrelated",FALSE,FALSE
470,5,"Mean",7,"Mean","random","unrelated",TRUE,FALSE
470,6,"Mean",2,"Mean","random","unrelated",TRUE,FALSE
470,7,"Mean",23,"Mean","random","unrelated",TRUE,FALSE
470,8,"Mean",18,"Mean","random","unrelated",TRUE,FALSE
470,9,"Mean",9,"Mode","identical","related",FALSE,TRUE
470,10,"Mode",9,"Mode","modified","related",TRUE,TRUE
470,11,"Mode",9,"Mode","modified","related",TRUE,TRUE
470,12,"Mode",9,"Mode","modified","related",TRUE,TRUE
470,13,"Mode",9,"Mode","modified","related",TRUE,TRUE
470,14,"Mode",9,"Median","identical","related",FALSE,TRUE
470,15,"Median",9,NA,NA,NA,NA,NA
473,0,"Mean",29,"Mean","modified","related",TRUE,TRUE
473,1,"Mean",29,"Mean","modified","related",TRUE,TRUE
473,2,"Mean",29,"Mean","random","unrelated",TRUE,FALSE
473,3,"Mean",26,"Mean","random","unrelated",TRUE,FALSE
473,4,"Mean",14,"Median","random","unrelated",FALSE,FALSE
